,Unnamed: 0,Price,ID,BRS,HAUNT,Wearables,Date
255,255,1000.0,803,516,1,"[0, 0, 66, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1366,366,10000.0,3126,558,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3140,140,2000.0,6942,520,1,"[78, 0, 0, 87, 83, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3262,262,425.0,7330,477,1,"[0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3299,299,333.0,7384,404,1,"[0, 0, 0, 90, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3301,301,777.0,7385,447,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3308,308,240.0,7387,393,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1207,207,299.0,2865,459,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1196,196,1333.0,2848,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1187,187,5000.0,2825,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3024,24,850.0,6615,524,1,"[0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1159,159,500.0,2790,488,1,"[0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
110,110,350.0,299,476,1,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1023,23,5800.0,2575,475,1,"[0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1013,13,3999.000000000001,2529,540,1,"[78, 0, 66, 67, 76, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4010,10,400.0,8697,495,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
994,994,2000.0,2491,536,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
910,910,1000.0,2300,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
812,812,250.0,2111,442,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4200,200,450.0,9033,493,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4203,203,400.0,9034,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1153,153,1400.0,2774,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4207,207,650.0,9036,505,1,"[68, 0, 0, 67, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3014,14,5000.0,6588,549,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1478,478,300.0,3403,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
302,302,3000.0,956,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2060,60,349.0,4658,483,1,"[0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2161,161,1500.0,4850,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1844,844,999.0,4263,515,1,"[78, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1838,838,526.0,4231,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2308,308,777.0,5262,505,1,"[95, 0, 66, 94, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2310,310,697.0,5263,510,1,"[0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2314,314,1497.0,5268,522,1,"[0, 0, 0, 67, 76, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2315,315,1487.0,5271,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
187,187,777.0,543,450,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1723,723,499.0,3990,477,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
252,252,1000.0,800,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
248,248,2000.0,794,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
245,245,1000.0,790,509,1,"[0, 0, 66, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1685,685,522.0,3905,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
2499,499,1497.0,5613,511,1,"[95, 0, 66, 87, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1664,664,685.0,3852,474,1,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1663,663,490.0,3852,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1483,483,300.0,3406,468,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
1480,480,300.0,3404,454,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
535,535,300.0,1436,485,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
719,719,999.0,1859,475,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
3302,302,500.0,7386,437,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4380,380,10000.0,9398,557,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4445,445,2000.0,9509,528,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
612,612,400.0,1575,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4453,453,987.0,9514,510,1,"[95, 0, 66, 94, 64, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4255,255,3980.0,9124,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4593,593,6000.0,9822,558,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-02
4489,489,447.0,9617,499,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4480,480,899.0,9610,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3300,300,349.0,7384,404,1,"[0, 0, 0, 90, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3205,205,3000.0,7144,541,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2509,509,888.0,5633,480,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
623,623,4000.0,1633,500,1,"[91, 0, 0, 90, 92, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2514,514,1000.0,5637,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3344,344,250.0,7440,460,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1683,683,590.0,3881,509,1,"[0, 0, 0, 60, 76, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3360,360,687.0,7473,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1287,287,707.0,2943,516,1,"[109, 0, 0, 94, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2501,501,2000.0,5613,511,1,"[95, 0, 66, 87, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
176,176,4900.0,509,546,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3188,188,2100.0,7099,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1179,179,735.0,2812,509,1,"[81, 0, 66, 94, 96, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1182,182,897.0,2812,509,1,"[81, 0, 66, 94, 96, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
600,600,495.0,1546,471,1,"[91, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2772,772,300.0,6108,481,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3609,609,2400.0,7986,522,1,"[81, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
253,253,449.0,800,502,1,"[0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
622,622,251.0,1632,460,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1712,712,349.0,3950,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
641,641,1000.0,1669,509,1,"[0, 0, 66, 60, 64, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
614,614,350.0,1582,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1218,218,333.0,2869,433,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1708,708,300.0,3947,460,1,"[0, 0, 117, 87, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1231,231,2999.0000000000005,2881,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
621,621,600.0,1632,460,1,"[109, 0, 0, 108, 110, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1711,711,300.0,3950,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3524,524,6500.0,7779,544,1,"[81, 0, 0, 80, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2525,525,280.0,5663,451,1,"[0, 0, 0, 67, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1657,657,500.0,3839,473,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2991,991,1300.0,6565,521,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1392,392,300.0,3205,484,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2632,632,800.0,5860,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
188,188,10000.0,544,546,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1418,418,550.0,3255,504,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4590,590,300.0,9820,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4558,558,1500.0,9763,531,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2902,902,560.0,6372,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2876,876,899.0,6276,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1430,430,750.0,3273,496,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2664,664,222.0,5911,464,1,"[0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2729,729,400.0,6018,506,1,"[0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2732,732,3888.0,6019,539,1,"[91, 0, 0, 90, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2763,763,999.0,6095,479,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1476,476,2500.0,3397,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3020,20,300.0,6611,416,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1503,503,430.0,3432,481,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4550,550,2000.0,9754,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1635,635,600.0,3803,467,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4495,495,599.0,9621,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1334,334,400.0,3054,476,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2602,602,1250.0,5781,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3129,129,491.0,6903,508,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3110,110,450.0,6853,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3101,101,15500.000000000002,6827,545,1,"[85, 0, 86, 84, 99, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1608,608,12000.0,3724,569,1,"[109, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1525,525,400.0,3515,452,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1354,354,400.0,3092,443,1,"[0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4521,521,2000.0,9687,513,1,"[78, 0, 0, 67, 123, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3053,53,2100.0,6673,518,1,"[102, 0, 0, 101, 123, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1391,391,500.0,3204,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1515,515,499.0,3509,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3025,25,999.0,6627,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3662,662,310.0,8054,441,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
599,599,300.0,1546,471,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1715,715,700.0,3951,489,1,"[0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4648,648,2500.0,9890,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1122,122,400.0,2735,484,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4394,394,700.0,9452,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
87,87,400.0,261,508,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4006,6,2000.0,8693,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
39,39,420.0,122,491,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
596,596,300.0,1545,438,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2145,145,800.0,4836,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2138,138,500.0,4824,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4326,326,435.0,9331,489,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
987,987,400.0,2463,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2066,66,350.0,4660,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
72,72,490.0,206,507,1,"[88, 0, 0, 94, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4116,116,1000.0,8839,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
91,91,350.0,265,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
69,69,690.0,205,509,1,"[81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2063,63,350.0,4659,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4305,305,270.0,9285,475,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1889,889,300.0,4326,480,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4676,676,1990.0,9996,538,1,"[109, 0, 117, 108, 121, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4163,163,600.0,8934,521,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2033,33,321.0,4622,433,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4199,199,835.0,9032,507,1,"[109, 0, 0, 94, 64, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
697,697,900.0,1788,509,1,"[0, 0, 0, 90, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4206,206,1450.0,9035,523,1,"[68, 0, 0, 67, 69, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4257,257,1600.0,9127,480,1,"[105, 0, 0, 104, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4222,222,707.0,9068,512,1,"[91, 0, 0, 94, 76, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
798,798,3100.0,2062,539,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1944,944,4100.0,4446,546,1,"[91, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
68,68,420.0,205,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2170,170,800.0,4861,451,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2769,769,2000.0,6107,526,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3930,930,350.0,8522,455,1,"[68, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
109,109,220.0,297,430,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1123,123,400.0,2737,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
112,112,1000.0,301,510,1,"[91, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3864,864,3000.0,8386,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1137,137,350.0,2747,470,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
113,113,980.0,303,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3847,847,1200.0,8368,507,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1151,151,7000.0,2756,490,1,"[114, 0, 0, 62, 70, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1732,732,349.0,4033,486,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1135,135,625.0,2747,470,1,"[91, 0, 0, 90, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1131,131,400.0,2744,496,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1837,837,536.0,4230,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
4673,673,3332.9999999999995,9983,537,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
594,594,250.0,1544,422,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
1858,858,400.0,4299,458,1,"[91, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
3677,677,320.0,8061,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2183,183,2100.0,4884,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-03
2652,652,550.0,5883,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1911,911,625.0,4363,476,1,"[91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2041,41,450.0,4641,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4591,591,250.0,9821,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2347,347,500.0,5370,499,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2303,303,2800.0,5221,531,1,"[109, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
625,625,500.0,1635,501,1,"[0, 0, 0, 94, 89, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2728,728,450.0,6017,505,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2012,12,320.0,4565,442,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2727,727,400.0,6017,505,1,"[0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4677,677,2780.0,9996,538,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1910,910,499.0,4363,476,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1740,740,2400.0,4055,526,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1713,713,445.0,3950,464,1,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2167,167,349.0,4855,470,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4674,674,300.0,9984,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4675,675,349.0,9984,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2148,148,4400.0,4837,543,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2235,235,500.0,5062,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
